tur,adi,adres,mahalle,ilce
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50524,OĞUZLAR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50587,TOPÇU,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50531,OĞUZLAR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50571,OĞUZLAR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51160,İSTASYON,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51158,İSTASYON,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51341,KAZIM KARABEKİR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51340,30 AĞUSTOS,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50745,KAZIM KARABEKİR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50749,30 AĞUSTOS,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50576,TOPÇU,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50748,KAZIM KARABEKİR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50525,OĞUZLAR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50579,AYYILDIZ,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,53203,SÜVARİ,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50754,SÜVARİ,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50538,OĞUZLAR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50738,SÜVARİ,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50658,PİYADE,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50584,TOPÇU,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50652,SÜVARİ,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,528,56902,KARAPINAR,POLATLI
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50585,AYYILDIZ,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50191,PİYADE,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50190,AHİ MESUT,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50666,PİYADE,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50668,ELVAN,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50596,AYYILDIZ,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50667,AHİ MESUT,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50665,AHİ MESUT,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,53077,OĞUZLAR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,53113,OĞUZLAR,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50112,ERLER,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50151,ERLER,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51199,ERLER,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,11598,KORKUTREİS,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,13204,FİDANLIK,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,11573,MALTEPE,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,12225,MEŞRUTİYET,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,12104,YÜCETEPE,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10986,EMEK,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10989,NASUH AKAR,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51194,ERLER,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,12101,DEVLET,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10122,EMEK,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51195,ERLER,ETİMESGUT
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10975,EMEK,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10923,BALGAT,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,12626,KIZILIRMAK,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10798,BEŞTEPE,YENİMAHALLE
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10787,SÖĞÜTÖZÜ,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10922,ÇUKURAMBAR,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10920,ÇUKURAMBAR,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51241,MUSTAFA KEMAL,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,51237,MUSTAFA KEMAL,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,10126,ÜNİVERSİTELER,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,532-5,50111,MUSTAFA KEMAL,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20937,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20936,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20931,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,31848,HASANOĞLAN HAVUZBAŞI,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,31594,HASANOĞLAN HAVUZBAŞI,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20939,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20943,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20941,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20945,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20950,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20942,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20940,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,21008,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20991,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20992,BASINEVLERİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20995,BASINEVLERİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20994,BASINEVLERİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20996,BASINEVLERİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20997,BASINEVLERİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,40162,BASINEVLERİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,21146,KALABA,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,41149,ZÜBEYDE HANIM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,40468,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,40469,ZÜBEYDE HANIM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30290,GENERAL ZEKİ DOĞAN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30261,FAHRİ KORUTÜRK,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,528,56852,KUŞCU,POLATLI
EGO OTOBÜS HAT ve DURAK VERİLERİ,178-1,13509,KESİKKÖPRÜ KIZILIRMAK,BALA
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30260,GENERAL ZEKİ DOĞAN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30259,FAHRİ KORUTÜRK,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30258,GENERAL ZEKİ DOĞAN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31696,CENGİZHAN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31695,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30322,CENGİZHAN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30336,CENGİZHAN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30335,AKŞEMSETTİN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30331,CENGİZHAN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30323,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30329,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31913,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31914,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31816,KUSUNLAR,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31922,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31923,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31823,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,31595,HASANOĞLAN HAVUZBAŞI,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,32053,HASANOĞLAN FATİH,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31822,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31892,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31891,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31790,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31789,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31938,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31888,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31803,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31802,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31787,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31937,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31886,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31887,ZİRVEKENT,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31318,KUSUNLAR,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,31321,KUSUNLAR,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30304,AKŞEMSETTİN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30340,AKŞEMSETTİN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30341,AKŞEMSETTİN,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30263,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30246,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30266,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30318,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30315,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,528,46851,KUŞCU,POLATLI
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30316,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,364,30310,EGE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,30308,BOĞAZİÇİ,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31061,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31062,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31065,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31066,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31067,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31133,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31129,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31141,ÜREĞİL,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31136,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31376,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31144,YEŞİLBAYIR,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31134,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31764,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31963,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,31596,İSTASYON,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,32052,HASANOĞLAN FATİH,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,30920,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,377,31962,ŞAHAP GÜRLER,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,21501,ESERTEPE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20922,ESERTEPE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20959,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20993,BASINEVLERİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,41482,GÜMÜŞDERE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,40164,ZÜBEYDE HANIM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,11526,ZÜBEYDE HANIM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,11556,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,22001,OVACIK,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,21144,KARARGAHTEPE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,289,20935,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21301,OVACIK,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21300,OVACIK,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21727,OVACIK,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20866,OVACIK,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21823,OVACIK,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,297-7,30054,ÖN CEBECİ,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21530,ESERTEPE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21502,ESERTEPE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20921,ESERTEPE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20955,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21298,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,334-6,30143,ŞAFAKTEPE,MAMAK
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20936,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20931,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20939,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20943,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20941,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20945,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20950,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20942,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20938,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20990,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20988,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20989,AŞAĞI EĞLENCE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20987,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20986,AŞAĞI EĞLENCE,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21143,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,40128,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,40129,VARLIK,YENİMAHALLE
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,31597,İSTASYON,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,394-5,32051,HASANOĞLAN FATİH,ELMADAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,40130,ZÜBEYDE HANIM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,40131,ZÜBEYDE HANIM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,40470,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,40159,ZÜBEYDE HANIM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,41147,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,30029,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,40461,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,30387,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,30385,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,11647,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,11547,ETİ,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,11658,HACI BAYRAM,ALTINDAĞ
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,11568,ETİ,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,297-7,30055,FİDANLIK,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,11574,KORKUTREİS,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,11607,KIZILAY,ÇANKAYA
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21010,EMRAH,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,20984,İNCİRLİ,KEÇİÖREN
EGO OTOBÜS HAT ve DURAK VERİLERİ,288-6,21687,ATAPARK,KEÇİÖREN
